state_code,state,district_number,district_code,dem_candidate,rep_candidate,dem_votes,rep_votes,dem_per,rep_per,winner
AL,Alabama,01,AL01,James T. Averhart,Jerry Carl,116949.0,211825.0,35.53870698169111,64.36982450809086,Republican
AL,Alabama,02,AL02,Phyllis Harvey-Hall,Barry Moore,105286.0,197996.0,34.68272452061969,65.22273354657425,Republican
AL,Alabama,03,AL03,Adia McClellan Winfrey,Mike Rogers,104595.0,217384.0,32.45933079687432,67.46153416461328,Republican
AL,Alabama,04,AL04,Rick Neighbors,Robert B. Aderholt,56237.0,261553.0,17.682978596291534,82.24187102434055,Republican
AL,Alabama,05,AL05,None,Mo Brooks,0.0,253094.0,0.0,95.81087219866748,Republican
AL,Alabama,06,AL06,None,Gary Palmer,0.0,274160.0,0.0,97.12996127697416,Republican
AL,Alabama,07,AL07,Terri A. Sewell,None,225742.0,0.0,97.16396003977084,0.0,Democrat
AK,Alaska,01,AK01,Alyse S. Galvin,Don Young,159856.0,192126.0,45.26382852207892,54.40120057197061,Republican
AZ,Arizona,01,AZ01,Tom O'Halleran,Tiffany Shedd,188469.0,176709.0,51.61017366873142,48.38982633126859,Democrat
AZ,Arizona,02,AZ02,Ann Kirkpatrick,Brandon Martin,209945.0,170975.0,55.09586567783044,44.868968702598586,Democrat
AZ,Arizona,03,AZ03,Raúl Grijalva,Daniel Wood,174243.0,95594.0,64.57342766188476,35.42657233811523,Democrat
AZ,Arizona,04,AZ04,Delina DiSanto,Paul Gosar,120484.0,278002.0,30.225049733708293,69.74058195337449,Republican
AZ,Arizona,05,AZ05,Joan Greene,Andy Biggs,183171.0,262414.0,41.1013402684127,58.882503808983145,Republican
AZ,Arizona,06,AZ06,Hiral Tipirneni,David Schweikert,199644.0,217783.0,47.82728477075033,52.17271522924967,Republican
AZ,Arizona,07,AZ07,Ruben Gallego,Joshua Barnett,165452.0,50226.0,76.6933046557766,23.28166428717112,Democrat
AZ,Arizona,08,AZ08,Michael Muscato,Debbie Lesko,170816.0,251633.0,40.432980564162406,59.56275874802055,Republican
AZ,Arizona,09,AZ09,Greg Stanton,David Victor Giles,217094.0,135180.0,61.6264612205272,38.3735387794728,Democrat
AR,Arkansas,01,AR01,None,Rick Crawford,0.0,237596.0,0.0,100.0,Republican
AR,Arkansas,02,AR02,Joyce Ann Elliott,French Hill,148410.0,184093.0,44.63418375172555,55.36581624827445,Republican
AR,Arkansas,03,AR03,Celeste Williams,Steve Womack,106325.0,214960.0,31.808880459041116,64.30883558406279,Republican
AR,Arkansas,04,AR04,William H. Hanson,Bruce Westerman,75750.0,191617.0,27.541949206464636,69.67004199465524,Republican
CA,California,01,CA01,Audrey Denney,Doug LaMalfa,154073.0,204190.0,43.00555736986516,56.99444263013484,Republican
CA,California,10,CA10,Josh Harder,Ted D. Howze,166865.0,135629.0,55.16307761476261,44.83692238523739,Democrat
CA,California,11,CA11,Mark DeSaulnier,Nisha Sharma,271063.0,100293.0,72.99276166266331,27.00723833733668,Democrat
CA,California,12,CA12,Nancy Pelosi,None,281776.0,0.0,77.63493594158976,0.0,Democrat
CA,California,13,CA13,Barbara Lee,Nikka Piterman,327863.0,34955.0,90.36569299207868,9.634307007921326,Democrat
CA,California,14,CA14,Jackie Speier,Ran S. Petel,278300.0,72705.0,79.28661984872011,20.713380151279896,Democrat
CA,California,15,CA15,Eric Swalwell,Alison Hayden,242991.0,99710.0,70.90466616671675,29.09533383328324,Democrat
CA,California,16,CA16,Jim Costa,Kevin Cookingham,128690.0,88039.0,59.37830193467418,40.62169806532582,Democrat
CA,California,17,CA17,Ro Khanna,Ritesh Tandon,212137.0,85199.0,71.34588479027094,28.65411520972906,Democrat
CA,California,18,CA18,Rishi Kumar,None,126751.0,0.0,36.831338499850354,0.0,Democrat
CA,California,19,CA19,Zoe Lofgren,Justin Aguilera,224385.0,88642.0,71.68231494407831,28.317685055921693,Democrat
CA,California,02,CA02,Jared Huffman,Dale Mensing,294435.0,94320.0,75.73793263109157,24.26206736890844,Democrat
CA,California,20,CA20,Jimmy Panetta,Jeff Gorman,236896.0,71658.0,76.77618828470867,23.22381171529133,Democrat
CA,California,21,CA21,TJ Cox,David G. Valadao,84406.0,85928.0,49.55323071142579,50.44676928857421,Republican
CA,California,22,CA22,Phil Arballo,Devin Nunes,144251.0,170888.0,45.7737696698917,54.22623033010831,Republican
CA,California,23,CA23,Kim Mangone,Kevin McCarthy,115896.0,190222.0,37.85991023069536,62.14008976930465,Republican
CA,California,24,CA24,Salud Carbajal,Andy Caldwell,212564.0,149781.0,58.66342850046227,41.33657149953773,Democrat
CA,California,25,CA25,Christy Smith,Mike Garcia,169305.0,169638.0,49.95087669608164,50.04912330391835,Republican
CA,California,26,CA26,Julia Brownley,Ronda Baldwin-Kennedy,208856.0,135877.0,60.58485842666643,39.41514157333357,Democrat
CA,California,27,CA27,Judy Chu,Johnny Nalbandian,221411.0,95907.0,69.77574546669271,30.22425453330728,Democrat
CA,California,28,CA28,Adam B. Schiff,Eric Early,244271.0,91928.0,72.65667060282749,27.343329397172507,Democrat
CA,California,29,CA29,Angélica María Dueñas,None,91524.0,0.0,43.38781856796117,0.0,Democrat
CA,California,03,CA03,John Garamendi,Tamika Hamilton,176043.0,145945.0,54.67377666248432,45.326223337515685,Democrat
CA,California,30,CA30,Brad Sherman,Mark Reed,240038.0,105426.0,69.48278257647685,30.517217423523142,Democrat
CA,California,31,CA31,Pete Aguilar,Agnes Gibboney,175315.0,110735.0,61.28823632232128,38.71176367767873,Democrat
CA,California,32,CA32,Grace F. Napolitano,Joshua M. Scott,172942.0,86818.0,66.57761010163227,33.42238989836772,Democrat
CA,California,33,CA33,Ted W. Lieu,James Bradley,257094.0,123334.0,67.58019914412189,32.419800855878115,Democrat
CA,California,34,CA34,Jimmy Gomez,None,108792.0,0.0,52.97984864570042,0.0,Democrat
CA,California,35,CA35,Norma J. Torres,Mike Cargile,169405.0,74941.0,69.32996652288149,30.670033477118512,Democrat
CA,California,36,CA36,Raul Ruiz,Erin Cruz,185151.0,121698.0,60.33945034854277,39.66054965145723,Democrat
CA,California,37,CA37,Karen Bass,Errol Webber,254916.0,41705.0,85.93997053479019,14.060029465209814,Democrat
CA,California,38,CA38,Michael Tolar,None,65739.0,0.0,25.658649680335355,0.0,Democrat
CA,California,39,CA39,Gil Cisneros,Young Kim,169837.0,173946.0,49.40238464380147,50.59761535619853,Republican
CA,California,04,CA04,Brynne S. Kennedy,Tom McClintock,194731.0,247291.0,44.0545945676912,55.9454054323088,Republican
CA,California,40,CA40,Lucille Roybal-Allard,C. Antonio Delgado,135572.0,50809.0,72.73917405744147,27.26082594255853,Democrat
CA,California,41,CA41,Mark Takano,Aja Smith,168126.0,94447.0,64.03019350809109,35.96980649190892,Democrat
CA,California,42,CA42,William E. O'Mara,Ken Calvert,157773.0,210274.0,42.867622885120646,57.13237711487936,Republican
CA,California,43,CA43,Maxine Waters,Joe E. Collins III,199210.0,78688.0,71.68457491597636,28.315425084023637,Democrat
CA,California,44,CA44,Nanette Diaz Barragán,None,139661.0,0.0,67.7847560620474,0.0,Democrat
CA,California,45,CA45,Katie Porter,Greg G. Raths,221843.0,193096.0,53.4640031426306,46.53599685736939,Democrat
CA,California,46,CA46,Lou Correa,James S. Waters,157803.0,71716.0,68.75378508968757,31.246214910312435,Democrat
CA,California,47,CA47,Alan Lowenthal,John Briscoe,197028.0,114371.0,63.271879485804384,36.72812051419561,Democrat
CA,California,48,CA48,Harley Rouda,Michelle Steel,193362.0,201738.0,48.94001518602885,51.05998481397115,Republican
CA,California,49,CA49,Mike Levin,Brian Maryott,205349.0,181157.0,53.12957625496111,46.870423745038885,Democrat
CA,California,05,CA05,Mike Thompson,Scott Giblin,271233.0,85227.0,76.09072546709308,23.90927453290692,Democrat
CA,California,50,CA50,Ammar Campa-Najjar,Darrell E. Issa,166869.0,195521.0,46.04680040839979,53.95319959160021,Republican
CA,California,51,CA51,Juan Vargas,Juan M. Hidalgo Jr.,165596.0,76841.0,68.3047554622438,31.6952445377562,Democrat
CA,California,52,CA52,Scott Peters,James DeBello,244145.0,152350.0,61.575808017755584,38.424191982244416,Democrat
CA,California,53,CA53,Georgette Gómez,None,135614.0,0.0,40.49895776717295,0.0,Democrat
CA,California,06,CA06,Doris Matsui,Christine Bish,229648.0,83466.0,73.34325517223759,26.656744827762413,Democrat
CA,California,07,CA07,Ami Bera,Buzz Patterson,217416.0,166549.0,56.62391103355775,43.37608896644225,Democrat
CA,California,08,CA08,Christine Bubser,Jay Obernolte,124400.0,158711.0,43.94036261395707,56.05963738604293,Republican
CA,California,09,CA09,Jerry McNerney,Antonio C. Amador,174252.0,128358.0,57.58302765936354,42.41697234063646,Democrat
CO,Colorado,01,CO01,Diana DeGette,Shane Bolling,331621.0,105955.0,73.646094738946,23.53039152546137,Democrat
CO,Colorado,02,CO02,Joe Neguse,Charlie Winn,316925.0,182547.0,61.4597130296337,35.400445639884964,Democrat
CO,Colorado,03,CO03,Diane Mitsch Bush,Lauren Boebert,194122.0,220634.0,45.21626110188461,51.39162254640489,Republican
CO,Colorado,04,CO04,Ike McCorkle,Ken Buck,173945.0,285606.0,36.61175272096601,60.11403746945425,Republican
CO,Colorado,05,CO05,Jillian Freeland,Doug Lamborn,161600.0,249013.0,37.37219795239208,57.58764312326119,Republican
CO,Colorado,06,CO06,Jason Crow,Steven E. House,250314.0,175192.0,57.08766560312721,39.955025737046526,Democrat
CO,Colorado,07,CO07,Steven Zorn,Casper Stockham,33.0,159301.0,0.007788088472685,37.59546308446064,Republican
CT,Connecticut,01,CT01,John B. Larson,Mary M. Fay,213001.0,122111.0,60.99038761643239,34.96508101947961,Democrat
CT,Connecticut,02,CT02,Joe Courtney,Justin Anderson,207303.0,140356.0,56.43247392792101,38.20801585421958,Democrat
CT,Connecticut,03,CT03,Rosa L. DeLauro,Margaret Streicker,194259.0,131568.0,56.127511174419176,38.0141171847687,Democrat
CT,Connecticut,04,CT04,Jim Himes,Jonathan Riddle,224432.0,130627.0,62.218476585457815,36.2132536399827,Democrat
CT,Connecticut,05,CT05,Jahana Hayes,David Xavier Sullivan,183797.0,151988.0,52.58494409539831,43.48428147995559,Democrat
DE,Delaware,01,DE01,Lisa Blunt Rochester,Lee Murphy,281382.0,196392.0,57.62836135744568,40.22200831507158,Democrat
FL,Florida,01,FL01,Phil Ehr,Matt Gaetz,149172.0,283352.0,34.01389085237663,64.60933687825211,Republican
FL,Florida,10,FL10,Val Demings,Vennia Francois,239434.0,136889.0,63.61209042580042,36.36824948126579,Democrat
FL,Florida,11,FL11,Dana Cottrell,Daniel Webster,158094.0,316979.0,33.27783309091445,66.72216690908556,Republican
FL,Florida,12,FL12,Kimberly Walker,Gus Michael Bilirakis,168194.0,284941.0,37.11785670936917,62.88214329063083,Republican
FL,Florida,13,FL13,Charlie Crist,Anna Paulina Luna,215405.0,190713.0,53.03908895044629,46.95918744228994,Democrat
FL,Florida,14,FL14,Kathy Castor,Christine Y. Quinn,224240.0,147896.0,60.25754025410065,39.74245974589935,Democrat
FL,Florida,15,FL15,Alan M. Cohn,Scott Franklin,174297.0,216374.0,44.61477816372344,55.38522183627656,Republican
FL,Florida,16,FL16,Margaret Good,Vern Buchanan,215683.0,269001.0,44.4997152784082,55.5002847215918,Republican
FL,Florida,17,FL17,Allen L. Ellison,Greg Steube,140487.0,266514.0,34.0659607126143,64.62559135978195,Republican
FL,Florida,18,FL18,Pamela Michele Keith,Brian Mast,186674.0,253286.0,41.50893889531264,56.320821844703374,Republican
FL,Florida,19,FL19,Cindy Banyai,Byron Donalds,172146.0,272440.0,38.72025623665903,61.27906898281334,Republican
FL,Florida,02,FL02,None,Neal Dunn,0.0,305337.0,0.0,97.8647367459511,Republican
FL,Florida,20,FL20,Alcee Hastings,Greg Musselwhite,253661.0,68748.0,78.67677391139826,21.323226088601743,Democrat
FL,Florida,21,FL21,Lois Frankel,Laura Loomer,237925.0,157612.0,59.024840421441205,39.1006541914645,Democrat
FL,Florida,22,FL22,Ted Deutch,"James ""Jim"" Pruden",235764.0,166553.0,58.60155051862089,41.39844948137911,Democrat
FL,Florida,23,FL23,Debbie Wasserman Schultz,Carla Spalding,221239.0,158874.0,58.19077528432703,41.78739387052994,Democrat
FL,Florida,24,FL24,Frederica Wilson,Lavern Spicer,218825.0,59084.0,75.5512052976474,20.39925700356997,Democrat
FL,Florida,25,FL25,None,Mario Diaz-Balart,0.0,0.0,0.0,0.0,Republican
FL,Florida,26,FL26,Debbie Mucarsel-Powell,Carlos A. Gimenez,165407.0,177223.0,48.27569097860666,51.72430902139335,Republican
FL,Florida,27,FL27,Donna E. Shalala,Maria Elvira Salazar,166758.0,176141.0,48.6210365186967,51.3568044318099,Republican
FL,Florida,03,FL03,Adam Christensen,Kat Cammack,167326.0,223075.0,42.86003365770068,57.13996634229933,Republican
FL,Florida,04,FL04,Donna Deegan,John H. Rutherford,196423.0,308497.0,38.90026537806472,61.09577375529766,Republican
FL,Florida,05,FL05,Al Lawson,Gary Adler,219463.0,117510.0,65.12776988067294,34.87223011932707,Democrat
FL,Florida,06,FL06,Clint Curtis,Michael Waltz,172305.0,265393.0,39.35197873273405,60.61193634436892,Republican
FL,Florida,07,FL07,Stephanie Murphy,Leo Valentin,224946.0,175750.0,55.34421292708311,43.24035733880511,Democrat
FL,Florida,08,FL08,Jim Kennedy,Bill Posey,177695.0,282093.0,38.647159125510015,61.35284087448998,Republican
FL,Florida,09,FL09,Darren Soto,William P. Olson,240724.0,188889.0,56.02949459777766,43.96468655007239,Democrat
GA,Georgia,01,GA01,Joyce Marie Griggs,"Earl L. ""Buddy"" Carter",135238.0,189457.0,41.650779962734255,58.34922003726574,Republican
GA,Georgia,10,GA10,Tabitha Johnson-Green,Jody B. Hice,142636.0,235810.0,37.689921415472746,62.31007858452725,Republican
GA,Georgia,11,GA11,Dana Barrett,Barry Loudermilk,160623.0,245259.0,39.57381702071045,60.42618297928954,Republican
GA,Georgia,12,GA12,"Elizabeth ""Liz"" Johnson",Richard W. Allen,129061.0,181038.0,41.6192893237321,58.3807106762679,Republican
GA,Georgia,13,GA13,David Scott,Becky E. Hites,279045.0,81476.0,77.38739038554337,22.595692519315996,Democrat
GA,Georgia,14,GA14,Kevin Van Ausdal,Marjorie Taylor Greene,77798.0,229827.0,25.28988216172288,74.71011783827713,Republican
GA,Georgia,02,GA02,Sanford Bishop,Don Cole,161397.0,111620.0,59.112418233626585,40.88135543558678,Democrat
GA,Georgia,03,GA03,Val Almonord,Drew Ferguson,129792.0,241526.0,34.95440565768425,65.04559434231575,Republican
GA,Georgia,04,GA04,"Henry ""Hank"" Johnson Jr.",Johsira Cruz Ezammudeen,278906.0,69393.0,80.07660085156719,19.92339914843281,Democrat
GA,Georgia,05,GA05,Kwanza Hall,Angela Stanton-King,13450.0,52646.0,54.27326285207005,14.850650065020607,Republican
GA,Georgia,06,GA06,Lucy McBath,Karen Handel,216775.0,180329.0,54.588974173012616,45.41102582698739,Democrat
GA,Georgia,07,GA07,Carolyn Bourdeaux,Rich McCormick,190900.0,180564.0,51.39125191135615,48.60874808864386,Democrat
GA,Georgia,08,GA08,Lindsay D. Holliday,Austin Scott,109264.0,198701.0,35.47382740338882,64.51058883878278,Republican
GA,Georgia,09,GA09,Devin Pandy,Andrew Clyde,79797.0,292750.0,21.419310852053567,78.58068914794643,Republican
HI,Hawaii,01,HI01,Ed Case,Ronald C. Curtis,183245.0,71188.0,72.02092495863351,27.97907504136649,Democrat
HI,Hawaii,02,HI02,Kaiali'i Kahele,Joe Akana,171517.0,84027.0,63.0340828071826,30.880699149583613,Democrat
ID,Idaho,01,ID01,Rudy Soto,Russ Fulcher,131380.0,310736.0,28.6495586336834,67.76106904853285,Republican
ID,Idaho,02,ID02,Aaron Swisher,Mike Simpson,124151.0,250669.0,31.725154791443604,64.05516529400792,Republican
IL,Illinois,01,IL01,Bobby Rush,Philanise White,239943.0,85027.0,73.80068466395795,26.15225622302944,Democrat
IL,Illinois,10,IL10,Brad Schneider,Valerie Ramirez Mukherjee,202402.0,114442.0,63.87459999873767,36.11593251576337,Democrat
IL,Illinois,11,IL11,Bill Foster,Rick Laib,194557.0,112807.0,63.29588746067533,36.69988320531465,Democrat
IL,Illinois,12,IL12,Raymond C. Lenzi,Mike Bost,127577.0,194839.0,39.56906605131259,60.43093394868742,Republican
IL,Illinois,13,IL13,Betsy Dirksen Londrigan,Rodney Davis,151648.0,181373.0,45.53706823293426,54.46293176706574,Republican
IL,Illinois,14,IL14,Lauren Underwood,James D. Oberweis,203209.0,197835.0,50.66899055484077,49.329014691361714,Democrat
IL,Illinois,15,IL15,Erika C. Weaver,Mary Miller,88559.0,244947.0,26.553945056460755,73.44605494353925,Republican
IL,Illinois,16,IL16,Dani Brzozowski,Adam Kinzinger,119313.0,218839.0,35.28310646766757,64.71482350018778,Republican
IL,Illinois,17,IL17,Cheri Bustos,Esther Joy King,156011.0,143863.0,52.02187432267961,47.9711232264626,Democrat
IL,Illinois,18,IL18,George Petrilli,Darin LaHood,110039.0,261840.0,29.59000104872821,70.40999895127177,Republican
IL,Illinois,02,IL02,Robin Kelly,Theresa J. Raborn,234896.0,63142.0,78.81411095229467,21.185889047705324,Democrat
IL,Illinois,03,IL03,Marie Newman,Mike Fricilone,172997.0,133851.0,56.37872823026384,43.62127176973616,Democrat
IL,Illinois,04,IL04,"Jesus ""Chuy"" Garcia",Jesus Eduardo Solorio,187219.0,35518.0,84.05383928130486,15.946160718695143,Democrat
IL,Illinois,05,IL05,Mike Quigley,Tommy Hanson,255661.0,96200.0,70.7670972760061,26.62820984800884,Democrat
IL,Illinois,06,IL06,Sean Casten,Jeanne M. Ives,213777.0,183891.0,52.81743904216708,45.433567141942994,Democrat
IL,Illinois,07,IL07,Danny K. Davis,Craig Cameron,249383.0,41390.0,80.41292627560233,13.346102254552958,Democrat
IL,Illinois,08,IL08,Raja Krishnamoorthi,None,186251.0,0.0,73.16068159856705,0.0,Democrat
