state_code,state,district_number,district_code,dem_candidate,rep_candidate,dem_votes,rep_votes,dem_per,rep_per,winner
AL,Alabama,01,AL01,None,Jerry Carl,0.0,140592.0,0.0,83.61106155218555,Republican
AL,Alabama,02,AL02,Phyllis Harvey-Hall,Barry Moore,58014.0,137460.0,29.15847829474118,69.08891692341716,Republican
AL,Alabama,03,AL03,Lin Veasey,Mike Rogers,47859.0,135602.0,25.13523733495793,71.21729357268153,Republican
AL,Alabama,04,AL04,Rick Neighbors,Robert B. Aderholt,26694.0,164655.0,13.637966004710496,84.12224816459157,Republican
AL,Alabama,05,AL05,Kathy Warner-Stanton,Dale Strong,62740.0,142435.0,29.550153779490103,67.08600818587301,Republican
AL,Alabama,06,AL06,None,Gary Palmer,0.0,154233.0,0.0,83.72990667904432,Republican
AL,Alabama,07,AL07,Terri A. Sewell,Beatrice Nichols,123233.0,67416.0,63.54181705682169,34.761266371042595,Democrat
AK,Alaska,01,AK01,Mary S. Peltola,Sarah Palin,137263.0,112471.0,54.96368135696381,45.03631864303619,Democrat
AZ,Arizona,01,AZ01,Jevin Hodge,David Schweikert,179141.0,182336.0,49.55806316861101,50.441936831389,Republican
AZ,Arizona,02,AZ02,Tom O'Halleran,Eli Crane,149151.0,174169.0,46.12023649024725,53.85626290986901,Republican
AZ,Arizona,03,AZ03,Ruben Gallego,Jeff Zink,108599.0,32475.0,76.98016643747253,23.019833562527467,Democrat
AZ,Arizona,04,AZ04,Greg Stanton,Kelly Cooper,148941.0,116521.0,56.09872767403144,43.887712901792106,Democrat
AZ,Arizona,05,AZ05,Javier Ramos,Andy Biggs,120243.0,182464.0,37.39015516651637,56.73808265182375,Republican
AZ,Arizona,06,AZ06,Kirsten Engel,Juan Ciscomani,171969.0,177201.0,49.23486112980019,50.73278688055245,Republican
AZ,Arizona,07,AZ07,Raúl Grijalva,Luis Pozzolo,126418.0,69444.0,64.54442413536061,35.455575864639385,Democrat
AZ,Arizona,08,AZ08,None,Debbie Lesko,0.0,197555.0,0.0,96.50339743934192,Republican
AZ,Arizona,09,AZ09,None,Paul Gosar,0.0,192796.0,0.0,97.7741714633466,Republican
AR,Arkansas,01,AR01,Monte Hodges,Rick Crawford,54598.0,153774.0,26.202176875971823,73.79782312402818,Republican
AR,Arkansas,02,AR02,Quintessa Hathaway,French Hill,86887.0,147975.0,35.25599928584761,60.04357952654943,Republican
AR,Arkansas,03,AR03,Lauren Mallett-Hays,Steve Womack,73541.0,142401.0,32.891300069771184,63.68901729967619,Republican
AR,Arkansas,04,AR04,John White,Bruce Westerman,56745.0,153850.0,26.18645475689445,70.99808025990328,Republican
CA,California,01,CA01,Max Steiner,Doug LaMalfa,93386.0,152839.0,37.92709919788811,62.07290080211189,Republican
CA,California,10,CA10,Mark DeSaulnier,None,198415.0,0.0,78.93030471795687,0.0,Democrat
CA,California,11,CA11,Nancy Pelosi,John Dennis,220848.0,42217.0,83.9518750118792,16.048124988120808,Democrat
CA,California,12,CA12,Barbara Lee,Stephen Slauson,217110.0,22859.0,90.47418624905715,9.52581375094283,Democrat
CA,California,13,CA13,Adam Gray,John Duarte,66496.0,67060.0,49.78885261613107,50.21114738386893,Republican
CA,California,14,CA14,Eric Swalwell,Alison Hayden,137612.0,60852.0,69.33851983231216,30.661480167687845,Democrat
CA,California,15,CA15,Kevin Mullin,None,108077.0,0.0,55.4599382164886,0.0,Democrat
CA,California,16,CA16,Rishi Kumar,None,101772.0,0.0,42.22781910898853,0.0,Democrat
CA,California,17,CA17,Ritesh Tandon,None,52400.0,0.0,29.070251257954094,0.0,Democrat
CA,California,18,CA18,Zoe Lofgren,Peter D. Hernandez,99776.0,51737.0,65.85309511395062,34.146904886049384,Democrat
CA,California,19,CA19,Jimmy Panetta,Jeff Gorman,194494.0,88816.0,68.65059475486215,31.349405245137834,Democrat
CA,California,02,CA02,Jared Huffman,Douglas Brower,229720.0,79029.0,74.40347984932745,25.596520150672557,Democrat
CA,California,20,CA20,Marisa Wood,Kevin McCarthy,74932.0,153844.0,32.75343567507081,67.2465643249292,Republican
CA,California,21,CA21,Jim Costa,Michael Maher,68074.0,57573.0,54.17877068294508,45.82122931705492,Democrat
CA,California,22,CA22,Rudy Salas,David G. Valadao,49859.0,52993.0,48.4764516003578,51.5235483996422,Republican
CA,California,23,CA23,Derek Marshall,Jay Obernolte,65908.0,103197.0,38.97460157890068,61.02539842109932,Republican
CA,California,24,CA24,Salud Carbajal,Brad Allen,159019.0,103533.0,60.5666686980103,39.433331301989696,Democrat
CA,California,25,CA25,Raul Ruiz,Brian E. Hawkins,87641.0,65101.0,57.37845517277501,42.621544827224994,Democrat
CA,California,26,CA26,Julia Brownley,Matt Jacobs,134575.0,112214.0,54.53038830742051,45.46961169257949,Democrat
CA,California,27,CA27,Christy Smith,Mike Garcia,91892.0,104624.0,46.76056911396528,53.239430886034725,Republican
CA,California,28,CA28,Judy Chu,Wes Hallman,150062.0,76495.0,66.2358700018097,33.7641299981903,Democrat
CA,California,29,CA29,Angélica María Dueñas,None,49520.0,0.0,41.46188303261188,0.0,Democrat
CA,California,03,CA03,Kermit Jones,Kevin Kiley,156761.0,181438.0,46.35170417416965,53.64829582583035,Republican
CA,California,30,CA30,Adam B. Schiff,None,150100.0,0.0,71.11452233403452,0.0,Democrat
CA,California,31,CA31,Grace F. Napolitano,Daniel Jose Bocic Martinez,91472.0,62153.0,59.54239218877135,40.45760781122864,Democrat
CA,California,32,CA32,Brad Sherman,Lucie Lapointe Volotzky,167411.0,74618.0,69.16981022935268,30.83018977064732,Democrat
CA,California,33,CA33,Pete Aguilar,John Mark Porter,76588.0,56119.0,57.71210260197277,42.28789739802723,Democrat
CA,California,34,CA34,David Kim,None,59223.0,0.0,48.756452369779446,0.0,Democrat
CA,California,35,CA35,Norma J. Torres,Mike Cargile,75121.0,55832.0,57.36485609340755,42.63514390659245,Democrat
CA,California,36,CA36,Ted W. Lieu,Joe E. Collins III,194299.0,84264.0,69.7504693731759,30.249530626824097,Democrat
CA,California,37,CA37,Sydney Kamlager-Dove,None,84338.0,0.0,63.95056111616621,0.0,Democrat
CA,California,38,CA38,Linda T. Sánchez,Eric J. Ching,101260.0,73051.0,58.09157196046147,41.90842803953853,Democrat
CA,California,39,CA39,Mark Takano,Aja Smith,75896.0,55701.0,57.67304725791621,42.32695274208378,Democrat
CA,California,04,CA04,Mike Thompson,Matt Brock,176900.0,84007.0,67.80193708869444,32.19806291130556,Democrat
CA,California,40,CA40,Asif Mahmood,Young Kim,122722.0,161589.0,43.16470344095023,56.83529655904977,Republican
CA,California,41,CA41,Will Rollins,Ken Calvert,112769.0,123869.0,47.654645492270895,52.34535450772911,Republican
CA,California,42,CA42,Robert Garcia,John Briscoe,99217.0,45903.0,68.36893605292173,31.63106394707828,Democrat
CA,California,43,CA43,Maxine Waters,Omar Navarro,95462.0,27985.0,77.33035229693715,22.669647703062854,Democrat
CA,California,44,CA44,Nanette Diaz Barragán,Paul Jones,100160.0,38554.0,72.20612194875787,27.793878051242128,Democrat
CA,California,45,CA45,Jay F. Chen,Michelle Steel,103466.0,113960.0,47.58676515228169,52.41323484771831,Republican
CA,California,46,CA46,Lou Correa,Christopher J. Gonzales,78041.0,48257.0,61.79116058844954,38.20883941155046,Democrat
CA,California,47,CA47,Katie Porter,Scott Baugh,137374.0,128261.0,51.71532365840344,48.28467634159655,Democrat
CA,California,48,CA48,Stephen Houlahan,Darrell E. Issa,101900.0,155171.0,39.63885463548981,60.36114536451019,Republican
CA,California,49,CA49,Mike Levin,Brian Maryott,153541.0,138194.0,52.63029804445816,47.36970195554184,Democrat
CA,California,05,CA05,"Michael J. ""Mike"" Barkley",Tom McClintock,109506.0,173524.0,38.69059816980533,61.30940183019467,Republican
CA,California,50,CA50,Scott Peters,Corey Gustafson,168816.0,99819.0,62.84214640683455,37.15785359316545,Democrat
CA,California,51,CA51,Sara Jacobs,Stan Caplan,144186.0,88886.0,61.86328688130707,38.13671311869294,Democrat
CA,California,52,CA52,Tyler Geffeney,None,50330.0,0.0,33.32759442708058,0.0,Democrat
CA,California,06,CA06,Ami Bera,Tamika Hamilton,121058.0,95325.0,55.94616952348383,44.053830476516175,Democrat
CA,California,07,CA07,Doris Matsui,Max Semenenko,150618.0,70033.0,68.26073754481058,31.73926245518941,Democrat
CA,California,08,CA08,John Garamendi,Rudy Recile,145501.0,46634.0,75.72852421474484,24.27147578525516,Democrat
CA,California,09,CA09,Josh Harder,Tom Patti,95598.0,78802.0,54.815366972477065,45.184633027522935,Democrat
CO,Colorado,01,CO01,Diana DeGette,Jennifer Qualteri,226929.0,49529.0,80.29616262406454,17.525255205845408,Democrat
CO,Colorado,02,CO02,Joe Neguse,Marshall Dawson,244107.0,97700.0,69.97698078483197,28.007189563093576,Democrat
CO,Colorado,03,CO03,Adam Frisch,Lauren Boebert,163293.0,163839.0,49.916547448736296,50.0834525512637,Republican
CO,Colorado,04,CO04,Ike McCorkle,Ken Buck,129619.0,216024.0,36.56255200796586,60.93542408882043,Republican
CO,Colorado,05,CO05,David Torres,Doug Lamborn,111978.0,155528.0,40.28637729128816,55.9543811048551,Republican
