state_code,state,district,district_code,dem_votes,gop_votes,other_votes,total_votes,winner,flip,representative
TX,Texas,13,TX13,0,240622,0,240622,Republican,FALSE,Ronny Jackson
TX,Texas,14,TX14,95875,210320,0,306195,Republican,FALSE,Randy Weber
TX,Texas,15,TX15,95965,127804,0,223769,Republican,FALSE,Monica De La Cruz
TX,Texas,16,TX16,131391,89281,0,220672,Democratic,FALSE,Veronica Escobar
TX,Texas,17,TX17,97941,193101,0,291042,Republican,FALSE,Pete Sessions
TX,Texas,18,TX18,151834,66810,76,218720,Democratic,FALSE,Sylvester Turner
TX,Texas,19,TX19,0,214600,51275,265875,Republican,FALSE,Jodey Arrington
TX,Texas,20,TX20,157890,0,0,157890,Democratic,FALSE,Joaquin Castro
TX,Texas,21,TX21,153765,263744,8914,426423,Republican,FALSE,Chip Roy
TX,Texas,22,TX22,127604,209285,0,336889,Republican,FALSE,Troy Nehls
TX,Texas,23,TX23,109373,180720,0,290093,Republican,FALSE,Tony Gonzales
TX,Texas,24,TX24,227108,149518,0,376626,Democratic,FALSE,Beth Van Duyne
TX,Texas,25,TX25,0,263042,1661,264703,Republican,FALSE,Roger Williams
TX,Texas,26,TX26,138558,241096,8773,388427,Republican,FALSE,Brandon Gill
TX,Texas,27,TX27,94596,183980,0,278576,Republican,FALSE,Michael Cloud
TX,Texas,28,TX28,125490,112117,0,237607,Democratic,FALSE,Henry Cuellar 
TX,Texas,29,TX29,98842,52689,0,151531,Democratic,FALSE,Sylvia Garcia
TX,Texas,30,TX30,197650,0,35175,232825,Democratic,FALSE,Jasmine Crockett
TX,Texas,31,TX31,125959,228520,0,354479,Republican,FALSE,John Carter
TX,Texas,32,TX32,140536,85941,5987,232464,Democratic,FALSE,Julie Johnson
TX,Texas,33,TX33,113461,51607,0,165068,Democratic,FALSE,Marc Veasey
TX,Texas,34,TX34,102680,97603,0,200283,Democratic,FALSE,Vicente Gonzalez
TX,Texas,35,TX35,169896,82354,0,252250,Democratic,FALSE,Greg Casar
TX,Texas,36,TX36,90458,205539,0,295997,Republican,FALSE,Brian Babin
TX,Texas,37,TX37,252442,80267,0,332709,Democratic,FALSE,Lloyd Doggett
TX,Texas,38,TX38,126408,214076,0,340484,Republican,FALSE,Wesley Hunt
UT,Utah,01,UT01,117319,230975,17601,365895,Republican,FALSE,Blake Moore
UT,Utah,02,UT02,121114,205234,27490,353838,Republican,FALSE,Celeste Maloy
UT,Utah,03,UT03,122780,242496,0,365276,Republican,FALSE,Mike Kennedy
UT,Utah,04,UT04,109838,230627,23203,363668,Republican,FALSE,Burgess Owens
VT,Vermont,00,VT00,218398,104451,27767,350616,Democratic,FALSE,Becca Balint
VA,Virginia,01,VI01,208445,269657,804,478906,Republican,FALSE,Rob Wittman
VA,Virginia,02,VA02,191666,207368,9668,408702,Republican,FALSE,Jen Kiggans
VA,Virginia,03,VA03,219926,93801,670,314397,Democratic,FALSE,Bobby Scott
VA,Virginia,04,VA04,252885,121814,809,375508,Democratic,FALSE,Jennifer McClellan
VA,Virginia,05,VA05,184229,249564,2046,435839,Republican,FALSE,John McGuire
VA,Virginia,06,VA06,141612,256933,8490,407035,Republican,FALSE,Ben Cline
VA,Virginia,07,VA07,203336,192847,1116,397299,Democratic,FALSE,Eugene Vindman
VA,Virginia,08,VA08,274593,94676,14646,383915,Democratic,FALSE,Don Beyer
VA,Virginia,09,VA09,109570,290645,748,400963,Republican,FALSE,Morgan Griffith
VA,Virginia,10,VA10,215131,196343,1538,413012,Democratic,FALSE,Suhas Subramanyam
VA,Virginia,11,VA11,273529,134802,1855,410186,Democratic,FALSE,Gerry Connolly
WA,Washington,01,WA01,227213,132538,907,360658,Democratic,FALSE,Suzan DelBene
WA,Washington,02,WA02,263750,148167,1303,413220,Democratic,FALSE,Rick Larsen
WA,Washington,03,WA03,215177,199054,1673,415904,Democratic,FALSE,Marie Gluesenkamp Perez
WA,Washington,04,WA04,0,289652,5400,295052,Republican,FALSE,Dan Newhouse
WA,Washington,05,WA05,156074,240619,593,397286,Republican,FALSE,Michael Baumgartner
WA,Washington,06,WA06,239687,182182,753,422622,Democratic,FALSE,Emily Randall
WA,Washington,07,WA07,352286,66220,1313,419819,Democratic,FALSE,Pramila Jayapal
WA,Washington,08,WA08,224607,190675,995,416277,Democratic,FALSE,Kim Schrier
WA,Washington,09,WA09,273381,5917,0,279298,Democratic,FALSE,Adam Smith
WA,Washington,10,WA10,203732,143492,820,348044,Democratic,FALSE,Marilyn Strickland
WV,West Virginia,01,WV01,90038,228491,25790,344319,Republican,FALSE,Carol Miller
WV,West Virginia,02,WV02,110775,268190,0,378965,Republican,FALSE,Riley Moore
WI,Wisconsin,01,WI01,172402,212515,8576,393493,Republican,FALSE,Bryan Steil 
WI,Wisconsin,02,WI02,320317,136357,583,457257,Democratic,FALSE,Mark Pocan
WI,Wisconsin,03,WI03,200808,212064,309,413181,Republican,FALSE,Derrick Van Orden
WI,Wisconsin,04,WI04,74921,249938,9423,334282,Republican,FALSE,Gwen Moore
WI,Wisconsin,05,WI05,165653,300521,508,466682,Republican,FALSE,Scott Fitzgerald
WI,Wisconsin,06,WI06,159042,251889,418,411349,Republican,FALSE,Glenn Grothman
WI,Wisconsin,07,WI07,156524,273553,307,430384,Republican,FALSE,Tom Tiffany
WI,Wisconsin,08,WI08,178666,240040,272,418978,Republican,FALSE,Tony Wie
WY,Wyoming,00,WY00,60778,184680,16090,261548,Republican,FALSE,Harriet Hageman
