state_code,state,seat_class,special,candidate_name,party_code,party_name,ranked_choice_round,votes,percent,winner
OR,Oregon,Class III,False,Dan Pulju,PG,Progressive,None,23454.0,1.2165259558214454,False
OR,Oregon,Class III,False,None,W,Write-In,None,2197.0,0.1139552965353336,False
PA,Pennsylvania,Class III,False,John Fetterman,DEM,Democratic,None,2751012.0,51.248160169269084,True
PA,Pennsylvania,Class III,False,Mehmet Oz,REP,Republican,None,2487260.0,46.3347665741248,False
PA,Pennsylvania,Class III,False,Erik Gerhardt,LIB,Libertarian,None,72887.0,1.3578002023464513,False
PA,Pennsylvania,Class III,False,Richard L. Weiss,GRE,Green,None,30434.0,0.5669500920357801,False
PA,Pennsylvania,Class III,False,Daniel Wassmer,OTH,Other,None,26428.0,0.492322962223881,False
SC,South Carolina,Class III,False,Tim Scott,REP,Republican,None,1066274.0,62.88097790767482,True
SC,South Carolina,Class III,False,Krystle Matthews,DEM,Democratic,None,627616.0,37.012163693856586,False
SC,South Carolina,Class III,False,None,W,Write-In,None,1812.0,0.1068583984685988,False
SD,South Dakota,Class III,False,John R. Thune,REP,Republican,None,242316.0,69.627032929142,True
SD,South Dakota,Class III,False,Brian L. Bengs,DEM,Democratic,None,91007.0,26.149933911844148,False
SD,South Dakota,Class III,False,Tamara J. Lesnar,LIB,Libertarian,None,14697.0,4.223033159013849,False
UT,Utah,Class III,False,Mike Lee,REP,Republican,None,571974.0,53.154075764728624,True
UT,Utah,Class III,False,Evan McMullin,IND,Independent,None,459958.0,42.744324708103946,False
UT,Utah,Class III,False,James Arthur Hansen,LIB,Libertarian,None,31784.0,2.953716679615043,False
UT,Utah,Class III,False,Tommy Williams,IAP,Independent American,None,12103.0,1.1247430459785068,False
UT,Utah,Class III,False,Laird F. Hamblin,W,Write-In,None,152.0,0.0141255013623674,False
UT,Utah,Class III,False,Michael Seguin,W,Write-In,None,60.0,0.0055758558009345,False
UT,Utah,Class III,False,Abraham Korb,W,Write-In,None,37.0,0.0034384444105762,False
VT,Vermont,Class III,False,Peter Welch,DEM,Democratic,None,196575.0,68.46917450365726,True
VT,Vermont,Class III,False,Gerald Malloy,REP,Republican,None,80468.0,28.027864855451064,False
VT,Vermont,Class III,False,None,W,Write-In,None,5467.0,1.9042145593869726,False
VT,Vermont,Class III,False,Dawn Marie Ellis,IND,Independent,None,2752.0,0.9585510275165448,False
VT,Vermont,Class III,False,Natasha Diamondstone-Kohout,GMP,Green Mountain,None,1574.0,0.5482410309996517,False
VT,Vermont,Class III,False,Kerry Patrick Raheb,IND,Independent,None,1532.0,0.533611981887844,False
VT,Vermont,Class III,False,Mark Coester,IND,Independent,None,1273.0,0.4433995123650296,False
VT,Vermont,Class III,False,Stephen Duke,IND,Independent,None,1209.0,0.4211076280041797,False
VT,Vermont,Class III,False,Cris Ericson,IND,Independent,None,1105.0,0.3848833159177987,False
WA,Washington,Class III,False,Patty Murray,DEM,Democratic,None,1741827.0,57.14843006660324,True
WA,Washington,Class III,False,Tiffany Smiley,REP,Republican,None,1299322.0,42.63007316513009,False
WA,Washington,Class III,False,None,W,Write-In,None,6751.0,0.2214967682666754,False
WI,Wisconsin,Class III,False,Ron Johnson,REP,Republican,None,1337185.0,50.41268972360552,True
WI,Wisconsin,Class III,False,Mandela Barnes,DEM,Democratic,None,1310467.0,49.40540483480159,False
WI,Wisconsin,Class III,False,None,W,Write-In,None,4758.0,0.1793795007459065,False
WI,Wisconsin,Class III,False,Adam Nicholas Paul,W,Write-In,None,67.0,0.0025259408469894,False
