state_code,state,seat_class,special,candidate_name,party_code,party_name,ranked_choice_round,votes,percent,winner
IN,Indiana,Class I,False,Phillip Beachy,W,Write-In,None,168.0,0.0059366118272149,False
IN,Indiana,Class I,False,Antonio Xavier Alvarez,W,Write-In,None,19.0,0.0006714025280778,False
MA,Massachusetts,Class I,False,Elizabeth Ann Warren,DEM,Democratic,None,2041693.0,59.81477483030645,True
MA,Massachusetts,Class I,False,John Deaton,REP,Republican,None,1365445.0,40.00297068078687,False
MA,Massachusetts,Class I,False,None,W,Write-In,None,105728.0,3.097476708427095,False
MD,Maryland,Class I,False,Angela Alsobrooks,DEM,Democratic,None,1650912.0,54.64102803422809,True
MD,Maryland,Class I,False,Larry Hogan,REP,Republican,None,1294344.0,42.83952554099487,False
MD,Maryland,Class I,False,Mike Scott,LIB,Libertarian,None,69396.0,2.2968327696832374,False
MD,Maryland,Class I,False,None,W,Write-In,None,5755.0,0.1904760013477294,False
MD,Maryland,Class I,False,Patrick J. Burke,W,Write-In,None,879.0,0.0290926855229633,False
MD,Maryland,Class I,False,Billy Bridges,W,Write-In,None,70.0,0.0023168236480175,False
MD,Maryland,Class I,False,Robin Rowe,W,Write-In,None,17.0,0.0005626571716614,False
MD,Maryland,Class I,False,Christy Renee Helmondollar,W,Write-In,None,3.0,9.929244205789544e-05,False
MD,Maryland,Class I,False,Irwin Gibbs,W,Write-In,None,2.0,6.61949613719303e-05,False
ME,Maine,Class I,False,Angus S. King Jr.,IND,Independent,None,427331.0,52.06388541659052,True
ME,Maine,Class I,False,Demi Kouzounas,REP,Republican,None,284338.0,34.642328900974924,False
ME,Maine,Class I,False,David Allen Costello,DEM,Democratic,None,88891.0,10.830037695758437,False
ME,Maine,Class I,False,None,W,Write-In,None,21665.0,2.6395559356808507,False
ME,Maine,Class I,False,Jason S. Cherry,IND,Independent,None,20222.0,2.4637479866761214,False
MI,Michigan,Class I,False,Elissa Slotkin,DEM,Democratic,None,2712686.0,48.638964409836,True
MI,Michigan,Class I,False,Mike Rogers,REP,Republican,None,2693680.0,48.29818329562914,False
MI,Michigan,Class I,False,Joseph Solis-Mullen,LIB,Libertarian,None,56697.0,1.0165877529299268,False
MI,Michigan,Class I,False,Douglas P. Marsh,GRE,Green,None,53978.0,0.967835577325989,False
MI,Michigan,Class I,False,Dave Stein,UST,U.S. Taxpayers,None,41363.0,0.7416462815394211,False
MI,Michigan,Class I,False,Doug Dern,NLP,Natural Law,None,18779.0,0.3367109619957157,False
MI,Michigan,Class I,False,None,W,Write-In,None,4.0,7.172074380866197e-05,False
MN,Minnesota,Class I,False,Amy Klobuchar,DEM,Democratic,None,1792441.0,56.201300401370446,True
MN,Minnesota,Class I,False,Royce White,REP,Republican,None,1291712.0,40.501134566803046,False
MN,Minnesota,Class I,False,Rebecca Whiting,LIB,Libertarian,None,55215.0,1.731245157671393,False
MN,Minnesota,Class I,False,Joyce Lynne Lacey,OTH,Other,None,46377.0,1.454133055824073,False
MN,Minnesota,Class I,False,None,W,Write-In,None,3578.0,0.1121868183310376,False
MO,Missouri,Class I,False,Josh Hawley,REP,Republican,None,1651907.0,55.57188267751793,True
MO,Missouri,Class I,False,Lucas Kunce,DEM,Democratic,None,1243728.0,41.84031334617749,False
MO,Missouri,Class I,False,W.C. Young,LIB,Libertarian,None,35671.0,1.200009823186016,False
MO,Missouri,Class I,False,Jared Young,OTH,Other,None,21111.0,0.7101961643149892,False
MO,Missouri,Class I,False,Nathan Kline,GRE,Green,None,20123.0,0.6769588088915981,False
MO,Missouri,Class I,False,Gina Bufe,W,Write-In,None,19.0,0.0006391799119882,False
MS,Mississippi,Class I,False,Roger F. Wicker,REP,Republican,None,763420.0,62.81219120273885,True
MS,Mississippi,Class I,False,Ty Pinkins,DEM,Democratic,None,451981.0,37.18780879726115,False
MT,Montana,Class I,False,Tim Sheehy,REP,Republican,None,319682.0,52.6431754333385,True
MT,Montana,Class I,False,Jon Tester,DEM,Democratic,None,276305.0,45.5001300921184,False
MT,Montana,Class I,False,Sid Daoud,LIB,Libertarian,None,7272.0,1.1975061834924627,False
MT,Montana,Class I,False,Robert Barb,GRE,Green,None,4003.0,0.6591882910506502,False
ND,North Dakota,Class I,False,Kevin Cramer,REP,Republican,None,241569.0,66.3055441951873,True
ND,North Dakota,Class I,False,Katrina Christiansen,DEM,Democratic,None,121602.0,33.377158431848315,False
ND,North Dakota,Class I,False,None,W,Write-In,None,1156.0,0.3172973729643973,False
NE,Nebraska,Class II,True,Pete Ricketts,REP,Republican,None,585103.0,62.577526323388646,True
NE,Nebraska,Class I,False,Deb Fischer,REP,Republican,None,499124.0,53.19245984380861,True
NE,Nebraska,Class I,False,Dan Osborn,DEM,Democratic,None,436493.0,46.51777188555059,False
NE,Nebraska,Class II,True,Preston Love Jr.,DEM,Democratic,None,349902.0,37.42247367661136,False
NE,Nebraska,Class I,False,None,W,Write-In,None,2719.0,0.2897682706407939,False
NJ,New Jersey,Class I,False,Andy Kim,DEM,Democratic,None,2161491.0,53.61113350257144,True
NJ,New Jersey,Class I,False,Curtis Bashaw,REP,Republican,None,1773589.0,43.99005901837767,False
NJ,New Jersey,Class I,False,Christina Khalil,GRE,Green,None,45443.0,1.127115837982834,False
NJ,New Jersey,Class I,False,Kenneth R. Kaplan,LIB,Libertarian,None,24242.0,0.601270649921437,False
NJ,New Jersey,Class I,False,Patricia G. Mooneyham,OTH,Other,None,17224.0,0.4272042601372341,False
NJ,New Jersey,Class I,False,Joanne Kuniansky,SWP,Socialist Workers,None,9806.0,0.2432167310093891,False
NM,New Mexico,Class I,False,Martin Heinrich,DEM,Democratic,None,497333.0,55.05667483292023,True
NM,New Mexico,Class I,False,Nella Louise Domenici,REP,Republican,None,405978.0,44.94332516707978,False
NV,Nevada,Class I,False,Jacky S. Rosen,DEM,Democratic,None,701105.0,47.86588363163673,True
NV,Nevada,Class I,False,Sam Brown,REP,Republican,None,677046.0,46.22332610559776,False
NV,Nevada,Class I,False,None,W,Write-In,None,44380.0,3.0299140864378917,False
NV,Nevada,Class I,False,Janine Hansen,IAP,Independent American,None,21316.0,1.455287261525689,False
NV,Nevada,Class I,False,Chris Cunningham,LIB,Libertarian,None,20881.0,1.425588914801929,False
NY,New York,Class I,False,Kirsten E. Gillibrand,DEM,Democratic,None,4318903.0,53.9167551046981,True
NY,New York,Class I,False,Michael D. Sapraicone,REP,Republican,None,2917044.0,36.41608690392653,False
NY,New York,Class I,False,Kirsten E. Gillibrand,WFP,Working Families,None,392395.0,4.898620117031573,True
NY,New York,Class I,False,None,W,Write-In,None,383601.0,4.7888366964753075,False
NY,New York,Class I,False,Michael D. Sapraicone,CRV,Civic Reform,None,329070.0,4.108077121042776,False
NY,New York,Class I,False,Diane Sare,OTH,Other,None,39413.0,0.4920279684312119,False
OH,Ohio,Class I,False,Bernie Moreno,REP,Republican,None,2857383.0,50.08892792157936,True
OH,Ohio,Class I,False,Sherrod Brown,DEM,Democratic,None,2650949.0,46.470211863366885,False
OH,Ohio,Class I,False,Donald C. Kissick,LIB,Libertarian,None,195648.0,3.4296412381543377,False
OH,Ohio,Class I,False,Tariq K. Shabazz,W,Write-In,None,524.0,0.0091855373364045,False
OH,Ohio,Class I,False,Stephen Faris,W,Write-In,None,84.0,0.0014724907180495,False
OH,Ohio,Class I,False,Nathan Russell,W,Write-In,None,19.0,0.0003330633767016,False
OH,Ohio,Class I,False,David Allen Pastorius,W,Write-In,None,13.0,0.0002278854682695,False
PA,Pennsylvania,Class I,False,Dave McCormick,REP,Republican,None,3399295.0,48.8184420326643,True
PA,Pennsylvania,Class I,False,Robert P. Casey Jr.,DEM,Democratic,None,3384180.0,48.60137033064264,False
PA,Pennsylvania,Class I,False,John C. Thomas,LIB,Libertarian,None,89653.0,1.287537499262186,False
PA,Pennsylvania,Class I,False,Leila Hazou,GRE,Green,None,66388.0,0.9534208504011912,False
PA,Pennsylvania,Class I,False,Marty Selker,CON,Constitution,None,23621.0,0.3392292870296821,False
RI,Rhode Island,Class I,False,Sheldon Whitehouse,DEM,Democratic,None,294665.0,59.89759080227992,True
RI,Rhode Island,Class I,False,Patricia Morgan,REP,Republican,None,196039.0,39.84953694292893,False
RI,Rhode Island,Class I,False,None,W,Write-In,None,1244.0,0.2528722547911567,False
TN,Tennessee,Class I,False,Marsha Blackburn,REP,Republican,None,1918743.0,63.79631255136973,True
TN,Tennessee,Class I,False,Gloria Johnson,DEM,Democratic,None,1027461.0,34.16206500315201,False
TN,Tennessee,Class I,False,Tharon Chandler,IND,Independent,None,28444.0,0.9457349495013978,False
TN,Tennessee,Class I,False,"Pamela Jeanine ""P."" Moses",IND,Independent,None,24682.0,0.8206521594569505,False
TN,Tennessee,Class I,False,Hastina Robinson,IND,Independent,None,8278.0,0.2752353365199188,False
TX,Texas,Class I,False,Ted Cruz,REP,Republican,None,5990741.0,53.05365265969609,True
TX,Texas,Class I,False,Colin Allred,DEM,Democratic,None,5031249.0,44.55644750631739,False
TX,Texas,Class I,False,Ted Brown,LIB,Libertarian,None,267039.0,2.364881798861374,False
TX,Texas,Class I,False,Analisa Roche,W,Write-In,None,1906.0,0.0168794247605397,False
TX,Texas,Class I,False,Tracy Andrus,W,Write-In,None,919.0,0.0081386103646044,False
UT,Utah,Class I,False,John Curtis,REP,Republican,None,914700.0,62.50046976137489,True
UT,Utah,Class I,False,Caroline Gleich,DEM,Democratic,None,464515.0,31.73981164447913,False
UT,Utah,Class I,False,Carlton E. Bowen,IAP,Independent American,None,83972.0,5.737716679569446,False
UT,Utah,Class I,False,None,W,Write-In,None,8878.0,0.6066242161817932,False
UT,Utah,Class I,False,Laird F. Hamblin,W,Write-In,None,322.0,0.0220019145765417,False
VA,Virginia,Class I,False,Timothy Michael Kaine,DEM,Democratic,None,2415429.0,54.36572655047597,True
VA,Virginia,Class I,False,Hung Cao,REP,Republican,None,2018992.0,45.44284554818154,False
VA,Virginia,Class I,False,None,W,Write-In,None,8505.0,0.1914279013424936,False
VT,Vermont,Class I,False,Bernie Sanders,IND,Independent,None,229429.0,63.159560967149616,True
VT,Vermont,Class I,False,Gerald Malloy,REP,Republican,None,116512.0,32.07461466250795,False
VT,Vermont,Class I,False,None,W,Write-In,None,10030.0,2.761160953935687,False
VT,Vermont,Class I,False,Steve Berry,IND,Independent,None,7941.0,2.1860796744968383,False
VT,Vermont,Class I,False,Matt Hill,LIB,Libertarian,None,4530.0,1.2470647179789291,False
VT,Vermont,Class I,False,Justin Schoville,OTH,Other,None,3339.0,0.9191940603381116,False
VT,Vermont,Class I,False,Mark Stewart Greenstein,OTH,Other,None,1104.0,0.3039204080902291,False
WA,Washington,Class I,False,Maria Cantwell,DEM,Democratic,None,2252577.0,59.085676154413335,True
WA,Washington,Class I,False,Raul Garcia,REP,Republican,None,1549187.0,40.63557489250185,False
WA,Washington,Class I,False,None,W,Write-In,None,10627.0,0.2787489530848226,False
WI,Wisconsin,Class I,False,Tammy Baldwin,DEM,Democratic,None,1672777.0,49.33300145364483,True
WI,Wisconsin,Class I,False,Eric D. Hovde,REP,Republican,None,1643996.0,48.484201455296365,False
WI,Wisconsin,Class I,False,Phil Anderson,IND,Independent,None,42315.0,1.2479403749041151,False
WI,Wisconsin,Class I,False,Thomas Leager,IND,Independent,None,28751.0,0.8479152479940497,False
WI,Wisconsin,Class I,False,None,W,Write-In,None,2922.0,0.0861746845201423,False
WI,Wisconsin,Class I,False,John Schiess,W,Write-In,None,26.0,0.000766783640494,False
WV,West Virginia,Class I,False,Jim Justice,REP,Republican,None,514079.0,68.75315125909937,True
WV,West Virginia,Class I,False,Glenn Elliott,DEM,Democratic,None,207548.0,27.757560681380788,False
WV,West Virginia,Class I,False,David Moran,LIB,Libertarian,None,26075.0,3.4872819529313897,False
WV,West Virginia,Class I,False,Tim Stevenski,W,Write-In,None,7.0,0.0009361830746124,False
WV,West Virginia,Class I,False,Lewie Andrews,W,Write-In,None,6.0,0.0008024426353821,False
WV,West Virginia,Class I,False,Joshua Standridge,W,Write-In,None,2.0,0.0002674808784607,False
WY,Wyoming,Class I,False,John Barrasso,REP,Republican,None,198418.0,75.11224173045328,True
WY,Wyoming,Class I,False,Scott D. Morrow,DEM,Democratic,None,63727.0,24.124211657997744,False
WY,Wyoming,Class I,False,None,W,Write-In,None,8978.0,3.3986720270137263,False
