state_code,state,seat_class,special,candidate_name,party_code,party_name,ranked_choice_round,votes,percent,winner
MI,Michigan,Class II,False,Harley G. Mikkelson,GRE,Green,None,43440.0,0.8959250260898978,False
MI,Michigan,Class II,False,Michael N. Nikitin,UST,U.S. Taxpayers,None,30827.0,0.6357891523773774,False
MI,Michigan,Class II,False,Doug Dern,NLP,Natural Law,None,18550.0,0.3825830854964918,False
MN,Minnesota,Class II,False,Al Franken,DEM,Democratic,None,1212629.0,41.99368620668877,True
MN,Minnesota,Class II,False,Norm Coleman,REP,Republican,None,1212317.0,41.98288155819654,False
MN,Minnesota,Class II,False,Dean Barkley,IDP,Independence,None,437505.0,15.150922239083323,False
MN,Minnesota,Class II,False,Charles A. Aldrich,LIB,Libertarian,None,13923.0,0.4821574389658566,False
MN,Minnesota,Class II,False,James J. Niemackl,CON,Constitution,None,8907.0,0.3084519362830485,False
MN,Minnesota,Class II,False,None,W,Write-In,None,2340.0,0.0810348636917406,False
MN,Minnesota,Class II,False,Michael James Cavlan,W,Write-In,None,13.0,0.0004501936871763,False
MN,Minnesota,Class II,False,Anthony Keith Price,W,Write-In,None,12.0,0.0004155634035473,False
MS,Mississippi,Class II,False,Thad Cochran,REP,Republican,None,766111.0,61.43504626206671,True
MS,Mississippi,Class I,True,Roger F. Wicker,REP,Republican,None,683409.0,54.95969755676239,True
MS,Mississippi,Class I,True,Ronnie Musgrove,NPA,No Party Affiliation,None,560064.0,45.040302443237614,False
MS,Mississippi,Class II,False,Erik R. Fleming,DEM,Democratic,None,480915.0,38.56495373793329,False
MT,Montana,Class II,False,Max Baucus,DEM,Democratic,None,348289.0,72.91597754041594,True
MT,Montana,Class II,False,Bob Kelleher,REP,Republican,None,129369.0,27.08402245958405,False
NC,North Carolina,Class II,False,Kay R. Hagan,DEM,Democratic,None,2249311.0,52.652780801363306,True
NC,North Carolina,Class II,False,Elizabeth H. Dole,REP,Republican,None,1887510.0,44.183596794921314,False
NC,North Carolina,Class II,False,Christopher Scott Cole,LIB,Libertarian,None,133430.0,3.1233833570928637,False
NC,North Carolina,Class II,False,None,W,Write-In,None,1719.0,0.0402390466225184,False
NE,Nebraska,Class II,False,Mike Johanns,REP,Republican,None,455854.0,57.52021107593459,True
NE,Nebraska,Class II,False,Scott Kleeb,DEM,Democratic,None,317456.0,40.05698343619205,False
NE,Nebraska,Class II,False,Kelly Renee Rosberg,NEB,Nebraska,None,11438.0,1.4432607244568214,False
NE,Nebraska,Class II,False,Steven R. Larrick,GRE,Green,None,7763.0,0.9795447634165332,False
NH,New Hampshire,Class II,False,Jeanne Shaheen,DEM,Democratic,None,358438.0,51.58962387033724,True
NH,New Hampshire,Class II,False,John E. Sununu,REP,Republican,None,314403.0,45.251710236374606,False
NH,New Hampshire,Class II,False,Ken Blevens,LIB,Libertarian,None,21516.0,3.096776422126493,False
NH,New Hampshire,Class II,False,None,W,Write-In,None,430.0,0.0618894711616653,False
NJ,New Jersey,Class II,False,Frank R. Lautenberg,DEM,Democratic,None,1951218.0,56.0301167714063,True
NJ,New Jersey,Class II,False,Dick Zimmer,REP,Republican,None,1461025.0,41.95400070927179,False
NJ,New Jersey,Class II,False,Jason M. Scheurer,LIB,Libertarian,None,18810.0,0.5401377480477079,False
NJ,New Jersey,Class II,False,J. M. Carter,OTH,Other,None,15935.0,0.457580808885711,False
NJ,New Jersey,Class II,False,Daryl Mikell Brooks,OTH,Other,None,15925.0,0.4572936543147127,False
NJ,New Jersey,Class II,False,Jeffrey Harlan Boss,OTH,Other,None,10345.0,0.2970614036976894,False
NJ,New Jersey,Class II,False,Sara J. Lobman,SWP,Socialist Workers,None,9187.0,0.263808904376092,False
NM,New Mexico,Class II,False,Tom Udall,DEM,Democratic,None,505128.0,61.32799125842288,True
NM,New Mexico,Class II,False,Stevan Pearce,REP,Republican,None,318522.0,38.67200874157712,False
OK,Oklahoma,Class II,False,James M. Inhofe,REP,Republican,None,763375.0,56.67985081885539,True
OK,Oklahoma,Class II,False,Andrew Rice,DEM,Democratic,None,527736.0,39.18388439723526,False
OK,Oklahoma,Class II,False,Stephen P. Wallace,IND,Independent,None,55708.0,4.136264783909345,False
OR,Oregon,Class II,False,Jeff Merkley,DEM,Democratic,None,864392.0,48.9046700884411,True
OR,Oregon,Class II,False,Gordon H. Smith,REP,Republican,None,805159.0,45.55344712091175,False
OR,Oregon,Class II,False,David M. Brownlow,CON,Constitution,None,92565.0,5.237046139640985,False
OR,Oregon,Class II,False,None,W,Write-In,None,5388.0,0.3048366510061646,False
RI,Rhode Island,Class II,False,Jack Reed,DEM,Democratic,None,320644.0,73.07092786888234,True
RI,Rhode Island,Class II,False,Robert G. Tingle,REP,Republican,None,116174.0,26.47466340938716,False
RI,Rhode Island,Class II,False,None,W,Write-In,None,1994.0,0.4544087217304905,False
SC,South Carolina,Class II,False,Lindsey Graham,REP,Republican,None,1076534.0,57.524642906951954,True
SC,South Carolina,Class II,False,Bob Conley,DEM,Democratic,None,790621.0,42.2468688399412,False
SC,South Carolina,Class II,False,None,W,Write-In,None,4276.0,0.2284882531068471,False
SD,South Dakota,Class II,False,Tim Johnson,DEM,Democratic,None,237889.0,62.49169234487341,True
SD,South Dakota,Class II,False,Joel D. Dykstra,REP,Republican,None,142784.0,37.50830765512658,False
TN,Tennessee,Class II,False,Lamar Alexander,REP,Republican,None,1579477.0,65.14422055733249,True
TN,Tennessee,Class II,False,Robert D. Tuke,DEM,Democratic,None,767236.0,31.644013305369786,False
TN,Tennessee,Class II,False,Edward L. Buck,IND,Independent,None,31631.0,1.3045943945046266,False
TN,Tennessee,Class II,False,Christopher G. Fenner,IND,Independent,None,11073.0,0.4566967130457377,False
TN,Tennessee,Class II,False,Daniel Towers Lewis,IND,Independent,None,9367.0,0.3863341561545584,False
TN,Tennessee,Class II,False,Christopher J. Lugo,IND,Independent,None,9170.0,0.3782090543330096,False
TN,Tennessee,Class II,False,Ed Lawhorn,IND,Independent,None,8986.0,0.3706201267433396,False
TN,Tennessee,Class II,False,David Gatchell,IND,Independent,None,7645.0,0.3153116925164513,False
TX,Texas,Class II,False,John Cornyn,REP,Republican,None,4337469.0,54.82087821462764,True
TX,Texas,Class II,False,Rick Noriega,DEM,Democratic,None,3389365.0,42.83787754792516,False
TX,Texas,Class II,False,Yvonne Adams Schick,LIB,Libertarian,None,185241.0,2.341244237447193,False
VA,Virginia,Class II,False,Mark R. Warner,DEM,Democratic,None,2369327.0,65.03255021417431,True
VA,Virginia,Class II,False,James S. Gilmore III,REP,Republican,None,1228830.0,33.728543455455416,False
VA,Virginia,Class II,False,Glenda Gail Parker,IGR,Independent Green,None,21690.0,0.5953403705547782,False
VA,Virginia,Class II,False,Bill Redpath,LIB,Libertarian,None,20269.0,0.5563372047383495,False
VA,Virginia,Class II,False,None,W,Write-In,None,3178.0,0.0872287550771362,False
WV,West Virginia,Class II,False,"John D. Rockefeller, IV",DEM,Democratic,None,447560.0,63.72702574938632,True
WV,West Virginia,Class II,False,Jay Wolfe,REP,Republican,None,254629.0,36.25603011784004,False
WV,West Virginia,Class II,False,John Richard Bartlett,W,Write-In,None,83.0,0.0118181766404483,False
WV,West Virginia,Class II,False,Chad Shaffer,W,Write-In,None,36.0,0.0051259561332065,False
WY,Wyoming,Class II,False,Michael B. Enzi,REP,Republican,None,189046.0,75.63473710321429,True
WY,Wyoming,Class I,True,John Barrasso,REP,Republican,None,183063.0,73.35489144808021,True
WY,Wyoming,Class I,True,Nicholas H. Carter,DEM,Democratic,None,66202.0,26.52770097532437,False
WY,Wyoming,Class II,False,Christopher Rothfuss,DEM,Democratic,None,60631.0,24.257639650164435,False
WY,Wyoming,Class I,True,None,W,Write-In,None,354.0,0.1418507922006106,False
WY,Wyoming,Class II,False,None,W,Write-In,None,330.0,0.1320285181599225,False
